(['badger', 'mask'], ['gila', 'chest'], ['gila', 'holster'], ['badger', 'backpack'], ['gila', 'gloves'], ['gila', 'knees'])
(['providence', 'mask'], ['providence', 'chest'], ['providence', 'holster'], ['providence', 'backpack'], ['overlord', 'gloves'], ['overlord', 'knees'])
(['providence', 'mask'], ['providence', 'chest'], ['providence', 'holster'], ['wyvern', 'backpack'], ['providence', 'gloves'], ['wyvern', 'knees'])
(['providence', 'mask'], ['providence', 'chest'], ['richter', 'holster'], ['richter', 'backpack'], ['providence', 'gloves'], ['providence', 'knees'])
(['providence', 'mask'], ['providence', 'chest'], ['wyvern', 'holster'], ['providence', 'backpack'], ['providence', 'gloves'], ['wyvern', 'knees'])
(['providence', 'mask'], ['providence', 'chest'], ['wyvern', 'holster'], ['wyvern', 'backpack'], ['providence', 'gloves'], ['providence', 'knees'])
(['providence', 'mask'], ['sokolov', 'chest'], ['providence', 'holster'], ['providence', 'backpack'], ['providence', 'gloves'], ['sokolov', 'knees'])
(['providence', 'mask'], ['yaahl', 'chest'], ['providence', 'holster'], ['providence', 'backpack'], ['yaahl', 'gloves'], ['providence', 'knees'])
(['richter', 'mask'], ['gila', 'chest'], ['gila', 'holster'], ['richter', 'backpack'], ['gila', 'gloves'], ['gila', 'knees'])
(['richter', 'mask'], ['gila', 'chest'], ['richter', 'holster'], ['gila', 'backpack'], ['gila', 'gloves'], ['gila', 'knees'])
(['richter', 'mask'], ['murakami', 'chest'], ['murakami', 'holster'], ['richter', 'backpack'], ['murakami', 'gloves'], ['murakami', 'knees'])
(['richter', 'mask'], ['murakami', 'chest'], ['richter', 'holster'], ['murakami', 'backpack'], ['murakami', 'gloves'], ['murakami', 'knees'])
(['richter', 'mask'], ['providence', 'chest'], ['providence', 'holster'], ['richter', 'backpack'], ['providence', 'gloves'], ['providence', 'knees'])
(['richter', 'mask'], ['providence', 'chest'], ['richter', 'holster'], ['providence', 'backpack'], ['providence', 'gloves'], ['providence', 'knees'])
(['sokolov', 'mask'], ['gila', 'chest'], ['gila', 'holster'], ['gila', 'backpack'], ['gila', 'gloves'], ['sokolov', 'knees'])
(['sokolov', 'mask'], ['murakami', 'chest'], ['murakami', 'holster'], ['murakami', 'backpack'], ['murakami', 'gloves'], ['sokolov', 'knees'])
(['sokolov', 'mask'], ['providence', 'chest'], ['providence', 'holster'], ['providence', 'backpack'], ['providence', 'gloves'], ['sokolov', 'knees'])
(['sokolov', 'mask'], ['sokolov', 'chest'], ['airaldi', 'holster'], ['airaldi', 'backpack'], ['airaldi', 'gloves'], ['airaldi', 'knees'])
(['sokolov', 'mask'], ['sokolov', 'chest'], ['gila', 'holster'], ['gila', 'backpack'], ['gila', 'gloves'], ['gila', 'knees'])
(['sokolov', 'mask'], ['sokolov', 'chest'], ['murakami', 'holster'], ['murakami', 'backpack'], ['murakami', 'gloves'], ['murakami', 'knees'])
(['sokolov', 'mask'], ['sokolov', 'chest'], ['providence', 'holster'], ['providence', 'backpack'], ['providence', 'gloves'], ['providence', 'knees'])
(['wyvern', 'mask'], ['5.11', 'chest'], ['wyvern', 'holster'], ['wyvern', 'backpack'], ['5.11', 'gloves'], ['wyvern', 'knees'])
(['wyvern', 'mask'], ['alps', 'chest'], ['wyvern', 'holster'], ['wyvern', 'backpack'], ['alps', 'gloves'], ['wyvern', 'knees'])
(['wyvern', 'mask'], ['gila', 'chest'], ['gila', 'holster'], ['gila', 'backpack'], ['gila', 'gloves'], ['wyvern', 'knees'])
(['wyvern', 'mask'], ['gila', 'chest'], ['gila', 'holster'], ['wyvern', 'backpack'], ['gila', 'gloves'], ['gila', 'knees'])
(['wyvern', 'mask'], ['gila', 'chest'], ['wyvern', 'holster'], ['gila', 'backpack'], ['gila', 'gloves'], ['gila', 'knees'])
(['wyvern', 'mask'], ['gila', 'chest'], ['wyvern', 'holster'], ['wyvern', 'backpack'], ['gila', 'gloves'], ['wyvern', 'knees'])
(['wyvern', 'mask'], ['murakami', 'chest'], ['murakami', 'holster'], ['murakami', 'backpack'], ['murakami', 'gloves'], ['wyvern', 'knees'])
(['wyvern', 'mask'], ['murakami', 'chest'], ['murakami', 'holster'], ['wyvern', 'backpack'], ['murakami', 'gloves'], ['murakami', 'knees'])
(['wyvern', 'mask'], ['murakami', 'chest'], ['wyvern', 'holster'], ['murakami', 'backpack'], ['murakami', 'gloves'], ['murakami', 'knees'])
(['wyvern', 'mask'], ['murakami', 'chest'], ['wyvern', 'holster'], ['wyvern', 'backpack'], ['murakami', 'gloves'], ['wyvern', 'knees'])
(['wyvern', 'mask'], ['overlord', 'chest'], ['wyvern', 'holster'], ['wyvern', 'backpack'], ['overlord', 'gloves'], ['wyvern', 'knees'])
(['wyvern', 'mask'], ['providence', 'chest'], ['providence', 'holster'], ['providence', 'backpack'], ['providence', 'gloves'], ['wyvern', 'knees'])
(['wyvern', 'mask'], ['providence', 'chest'], ['providence', 'holster'], ['wyvern', 'backpack'], ['providence', 'gloves'], ['providence', 'knees'])
(['wyvern', 'mask'], ['providence', 'chest'], ['wyvern', 'holster'], ['providence', 'backpack'], ['providence', 'gloves'], ['providence', 'knees'])
(['wyvern', 'mask'], ['providence', 'chest'], ['wyvern', 'holster'], ['wyvern', 'backpack'], ['providence', 'gloves'], ['wyvern', 'knees'])
(['wyvern', 'mask'], ['yaahl', 'chest'], ['wyvern', 'holster'], ['wyvern', 'backpack'], ['yaahl', 'gloves'], ['wyvern', 'knees'])
(['yaahl', 'mask'], ['gila', 'chest'], ['gila', 'holster'], ['gila', 'backpack'], ['yaahl', 'gloves'], ['gila', 'knees'])
(['yaahl', 'mask'], ['murakami', 'chest'], ['murakami', 'holster'], ['murakami', 'backpack'], ['yaahl', 'gloves'], ['murakami', 'knees'])
(['yaahl', 'mask'], ['providence', 'chest'], ['providence', 'holster'], ['providence', 'backpack'], ['yaahl', 'gloves'], ['providence', 'knees'])
(['yaahl', 'mask'], ['yaahl', 'chest'], ['airaldi', 'holster'], ['airaldi', 'backpack'], ['airaldi', 'gloves'], ['airaldi', 'knees'])
(['yaahl', 'mask'], ['yaahl', 'chest'], ['gila', 'holster'], ['gila', 'backpack'], ['gila', 'gloves'], ['gila', 'knees'])
(['yaahl', 'mask'], ['yaahl', 'chest'], ['murakami', 'holster'], ['murakami', 'backpack'], ['murakami', 'gloves'], ['murakami', 'knees'])
(['yaahl', 'mask'], ['yaahl', 'chest'], ['providence', 'holster'], ['providence', 'backpack'], ['providence', 'gloves'], ['providence', 'knees'])
